paper_id,doi,title,field,coded_value,source_quotation,source_location
W011,10.1109/ijcnn55064.2022.9892953,MoStress: a Sequence Model for Stress Classification,evaluated_user_stats,Y,"[normalization,normalization_source,evaluated_recording_stats] ""we chose a normalization method based on the mean and standard deviation, which is the z-score normalization. We applied the algorithm in each window, which consists of Equation 8:""; [split_type,n_train_subjects,n_test_subjects] ""After attributing a single label for all available windows, we used all windows and their respective labels from 14 subjects and used as input for the model. The remaining subject was used as validation data for the trained model to predict.""; [window_seconds,hop_seconds] ""we tested MoStress with a window size of 30 seconds, 1 minute and 1.5 minutes, and we use the sliding window step of 1 second, and the biggest window achieved the better results.""; [sensor_location] ""However, we only used the data collected from the chest sensor in our models and also discarded the accelerometer data""; [task_n_classes,class_definition] ""Since the model aims to classify between baseline, stress, and amusement, the neural network needs to have the parameters fitted to those specific states.""; [resampling_applied] ""In order to clean the data and avoid aliasing issues, we used only 1 point of data for each 100 points.""; [model_family,feature_type] ""The final step of MoStress Pipeline is an RNN model which take as input the pre-processed data from the previous steps and perform the classification task, on this paper, the three-class classification problem. In order to achieve a better architecture or the RNN model, we fist started with a baseline model. The baseline model created for the three-class classification problem is shown in Figure 4. This model is consisted of 128 LSTM or GRU neurons (both types were tested) fully connected with three dense neurons, one for each class in the problem.""",§V-A Fourier Analysis (PDF p. 4); §V-B Rolling Z-Score Normalization (PDF p. 4); §V-C Window’s Labels (PDF p. 5); §V-E RNN Architecture (PDF p. 6); §VI Experimental Evaluation (PDF p. 7); §VI-A Methodology (PDF p. 7)
W012,10.3390/electronics14040723,Emotion Recognition Using a Siamese Model and a Late Fusion-Based Multimodal Method in the WESAD Dataset with Hardware Accelerators,window_seconds,30,"[Dataset §2.1] ""the WESAD dataset ... includes multimodal physiological signal data collected from 15 healthy participants"" and ""four emotional states: neutral, stress, amusement, and meditation""; ""the signal measurements were based solely on the wrist"" and focused on ""BVP and EDA"". ""A sliding window of 30 s was used"" and ""a step size of 15 s"" reconstructed data from 15 participants. [Methods §2.2] ""the EMD method was applied to the BVP signal"" and ""raw time-series data were used"" for EDA. [Methods §3.3] ""the validation data comprised 15% of the total data"". [Results §3.3] ""the accuracy of emotion recognition was 99.916%"" with ""an F1-score of 99.833%"".",§2.1 WESAD Dataset; §3.3 Multi-Task Learning Process; §3.3 Results (OA published full text)
W012,10.3390/electronics14040723,Emotion Recognition Using a Siamese Model and a Late Fusion-Based Multimodal Method in the WESAD Dataset with Hardware Accelerators,hop_seconds,15,"[Dataset §2.1] ""the WESAD dataset ... includes multimodal physiological signal data collected from 15 healthy participants"" and ""four emotional states: neutral, stress, amusement, and meditation""; ""the signal measurements were based solely on the wrist"" and focused on ""BVP and EDA"". ""A sliding window of 30 s was used"" and ""a step size of 15 s"" reconstructed data from 15 participants. [Methods §2.2] ""the EMD method was applied to the BVP signal"" and ""raw time-series data were used"" for EDA. [Methods §3.3] ""the validation data comprised 15% of the total data"". [Results §3.3] ""the accuracy of emotion recognition was 99.916%"" with ""an F1-score of 99.833%"".",§2.1 WESAD Dataset; §3.3 Multi-Task Learning Process; §3.3 Results (OA published full text)
W017,10.1007/s12652-022-04365-z,Evaluating different configurations of machine learning models and their transfer learning capabilities for stress detection using heart rate,window_seconds,300,"[Dataset] ""WESAD contains different physiological measurements from 15 subjects in different conditions.""; [Methods] ""The subjects of both datasets were randomly split into two-thirds for training and one-third for test."" ""the configurations and evaluations was the macro averaged version of the F1-score (Opitz and Burst 2019), giving equal weight to each class (stress and non-stress)"" ""The initial size of the windows was 5 min"" ""the shift was of 20 s"" [Results Table 5] ""MLP WESAD WESAD 99.03% 99.04% 98.29% 99.85%""",Methods §3.2.1; Results Table 5
W017,10.1007/s12652-022-04365-z,Evaluating different configurations of machine learning models and their transfer learning capabilities for stress detection using heart rate,hop_seconds,20,"[Dataset] ""WESAD contains different physiological measurements from 15 subjects in different conditions.""; [Methods] ""The subjects of both datasets were randomly split into two-thirds for training and one-third for test."" ""the configurations and evaluations was the macro averaged version of the F1-score (Opitz and Burst 2019), giving equal weight to each class (stress and non-stress)"" ""The initial size of the windows was 5 min"" ""the shift was of 20 s"" [Results Table 5] ""MLP WESAD WESAD 99.03% 99.04% 98.29% 99.85%""",Methods §3.2.1; Results Table 5
W017,10.1007/s12652-022-04365-z,Evaluating different configurations of machine learning models and their transfer learning capabilities for stress detection using heart rate,split_type,fixed_subject_holdout,"[Dataset] ""WESAD contains different physiological measurements from 15 subjects in different conditions.""; [Methods] ""The subjects of both datasets were randomly split into two-thirds for training and one-third for test."" ""the configurations and evaluations was the macro averaged version of the F1-score (Opitz and Burst 2019), giving equal weight to each class (stress and non-stress)"" ""The initial size of the windows was 5 min"" ""the shift was of 20 s"" [Results Table 5] ""MLP WESAD WESAD 99.03% 99.04% 98.29% 99.85%""",Methods §3.2.1; Results Table 5
W017,10.1007/s12652-022-04365-z,Evaluating different configurations of machine learning models and their transfer learning capabilities for stress detection using heart rate,normalization_source,subject non-stress baseline,"[Dataset] ""WESAD contains different physiological measurements from 15 subjects in different conditions.""; [Methods] ""The subjects of both datasets were randomly split into two-thirds for training and one-third for test."" ""the configurations and evaluations was the macro averaged version of the F1-score (Opitz and Burst 2019), giving equal weight to each class (stress and non-stress)"" ""The initial size of the windows was 5 min"" ""the shift was of 20 s"" [Results Table 5] ""MLP WESAD WESAD 99.03% 99.04% 98.29% 99.85%""",Methods §3.2.1; Results Table 5
W017,10.1007/s12652-022-04365-z,Evaluating different configurations of machine learning models and their transfer learning capabilities for stress detection using heart rate,evaluated_user_stats,Y,"[Dataset] ""WESAD contains different physiological measurements from 15 subjects in different conditions.""; [Methods] ""The subjects of both datasets were randomly split into two-thirds for training and one-third for test."" ""the configurations and evaluations was the macro averaged version of the F1-score (Opitz and Burst 2019), giving equal weight to each class (stress and non-stress)"" ""The initial size of the windows was 5 min"" ""the shift was of 20 s"" [Results Table 5] ""MLP WESAD WESAD 99.03% 99.04% 98.29% 99.85%""",Methods §3.2.1; Results Table 5
W020,10.1016/j.mlwa.2022.100395,"Detecting stress through 2D ECG images using pretrained models, transfer learning and model compression techniques",split_type,kfold_ungrouped,"[split_type,split_detail] ""It uses all instances, but one observed instance as the training set and one observation as the test set. The process is repeated for each instances of the training set. This greatly reduces bias associated with the algorithm’s evaluation, and can be considered the most appropriate test to produce an accurate estimate of an algorithm’s performance (Wong, 2015). 3.4.2. 10-Fold cross validation K-fold cross validation randomly divides the data into equal samples of k folds, for 10-folds, k is equal to 10. The data is trained on k-1 folds, and the last sample is used to evaluate the performance of the algorithm on unseen data. More folds are optimal""; [modalities,feature_type] ""we propose an algorithm to convert 1D ECG data from WESAD into 2D grayscale images.""; [task_n_classes,class_definition] ""The data was annotated based on the stress and not stress conditions, similar to WESAD using labelboox""; [n_subjects_used] ""The ECG data were collected using a RespiBan sensor (sampling rate of 700 Hz) from 17 subjects,""; [model_family] ""We utilized a pretrained VGG16 algorithm as the teacher model, because of its reputation in computer vision.""",§3.1 (PDF p. 2); §3.2.3 Knowledge Distillation (PDF p. 5); §3.3.1 WESAD (PDF p. 5); §3.4.1–3.4.2 Experiments (PDF p. 5)
W021,10.1016/j.mex.2025.103205,From lab to real-life: A three-stage validation of wearable technology for stress monitoring,window_seconds,210,"[Methods §WESAD] ""Within WESAD, data for 15 subjects was collected""; the study uses ""an electrocardiogram (ECG), electrodermal activity (EDA), and respiration (RESP) collected from the chest-worn RespiBAN"". For the labels, the PANAS item has ""five possible responses"" and ""For binary classification, responses of 'Not at all' were considered class 0 (no stress) with remaining response levels considered class 1 (stress)"". [Methods Classifiers and HPO] ""the dataset was partitioned into a training set comprising 80 % of the data and a test set containing the remaining 20 %""; [Methods Evaluation] ""K-fold cross-validation (K-CV) with K values ranging from 3 to 10 was employed"" and ""SMOTE ... was applied to the training portion of each cross-validation split"". [Methods Feature extraction] ""ECG features were extracted"" and the study defines statistical features such as ""HR Mean"" and ""ECG SDNN"". [Results] the best binary ensemble accuracy is ""99.78 %±0.15 %"" using ""a 210-second window with 50 % overlap""; metrics are ""calculated for each fold and averaged across K-CV runs"".
[Methods §WESAD] ""Within WESAD, data for 15 subjects was collected"" using chest-worn ""ECG, EDA, and RESP""; the PANAS Stressed item has ""five possible responses"". [Methods Evaluation] ""K-fold cross-validation (K-CV) with K values ranging from 3 to 10 was employed"" and metrics were ""calculated for each fold and averaged across K-CV runs"". [Results] the best multi-class accuracy is ""99.61 %±0.32 %"" using ""a 210-second window with 50 % overlap"".",WESAD Dataset; Classifiers and hyperparameter optimization; Class distribution balancing; Evaluation; Method validation (PMC11848792 full text)
W021,10.1016/j.mex.2025.103205,From lab to real-life: A three-stage validation of wearable technology for stress monitoring,window_overlap_pct,50,"[Methods §WESAD] ""Within WESAD, data for 15 subjects was collected""; the study uses ""an electrocardiogram (ECG), electrodermal activity (EDA), and respiration (RESP) collected from the chest-worn RespiBAN"". For the labels, the PANAS item has ""five possible responses"" and ""For binary classification, responses of 'Not at all' were considered class 0 (no stress) with remaining response levels considered class 1 (stress)"". [Methods Classifiers and HPO] ""the dataset was partitioned into a training set comprising 80 % of the data and a test set containing the remaining 20 %""; [Methods Evaluation] ""K-fold cross-validation (K-CV) with K values ranging from 3 to 10 was employed"" and ""SMOTE ... was applied to the training portion of each cross-validation split"". [Methods Feature extraction] ""ECG features were extracted"" and the study defines statistical features such as ""HR Mean"" and ""ECG SDNN"". [Results] the best binary ensemble accuracy is ""99.78 %±0.15 %"" using ""a 210-second window with 50 % overlap""; metrics are ""calculated for each fold and averaged across K-CV runs"".
[Methods §WESAD] ""Within WESAD, data for 15 subjects was collected"" using chest-worn ""ECG, EDA, and RESP""; the PANAS Stressed item has ""five possible responses"". [Methods Evaluation] ""K-fold cross-validation (K-CV) with K values ranging from 3 to 10 was employed"" and metrics were ""calculated for each fold and averaged across K-CV runs"". [Results] the best multi-class accuracy is ""99.61 %±0.32 %"" using ""a 210-second window with 50 % overlap"".",WESAD Dataset; Classifiers and hyperparameter optimization; Class distribution balancing; Evaluation; Method validation (PMC11848792 full text)
W021,10.1016/j.mex.2025.103205,From lab to real-life: A three-stage validation of wearable technology for stress monitoring,metric_aggregation,mean_over_folds,"[Methods §WESAD] ""Within WESAD, data for 15 subjects was collected""; the study uses ""an electrocardiogram (ECG), electrodermal activity (EDA), and respiration (RESP) collected from the chest-worn RespiBAN"". For the labels, the PANAS item has ""five possible responses"" and ""For binary classification, responses of 'Not at all' were considered class 0 (no stress) with remaining response levels considered class 1 (stress)"". [Methods Classifiers and HPO] ""the dataset was partitioned into a training set comprising 80 % of the data and a test set containing the remaining 20 %""; [Methods Evaluation] ""K-fold cross-validation (K-CV) with K values ranging from 3 to 10 was employed"" and ""SMOTE ... was applied to the training portion of each cross-validation split"". [Methods Feature extraction] ""ECG features were extracted"" and the study defines statistical features such as ""HR Mean"" and ""ECG SDNN"". [Results] the best binary ensemble accuracy is ""99.78 %±0.15 %"" using ""a 210-second window with 50 % overlap""; metrics are ""calculated for each fold and averaged across K-CV runs"".
[Methods §WESAD] ""Within WESAD, data for 15 subjects was collected"" using chest-worn ""ECG, EDA, and RESP""; the PANAS Stressed item has ""five possible responses"". [Methods Evaluation] ""K-fold cross-validation (K-CV) with K values ranging from 3 to 10 was employed"" and metrics were ""calculated for each fold and averaged across K-CV runs"". [Results] the best multi-class accuracy is ""99.61 %±0.32 %"" using ""a 210-second window with 50 % overlap"".",WESAD Dataset; Classifiers and hyperparameter optimization; Class distribution balancing; Evaluation; Method validation (PMC11848792 full text)
W022,10.2196/52171,A Comparison of Personalized and Generalized Approaches to Emotion Recognition Using Consumer Wearable Devices: Machine Learning Study,split_type,loso | subject_dependent,"[Task] ""For the 3-class emotion classification task (neutral, stress, and amusement)"" [Methods] ""The testing set for this model consisted of the last 15% of intervals for 1 participant."" ""The participant-exclusive generalized model was trained 15 times."" [Results] ""For the 3-class classification problem, our participant-exclusive generalized model achieved an average accuracy of 67.65%.""
[Task] ""For the 3-class emotion classification task (neutral, stress, and amusement)"" [Methods] ""The set of participants in the training and testing sets overlapped by 1 participant—the subject in the testing set."" [Results] ""For the 3-class classification problem, our participant-inclusive generalized model achieved an average accuracy of 66.95%.""
[Task] ""For the 3-class emotion classification task (neutral, stress, and amusement)"" [Methods] ""each participant in the data set had their own model that was trained, validated, and tested independently of other participants."" [Results] ""For the 3-class classification problem, our personalized model achieved an average accuracy of 95.06%.""",Methods—Preprocessing and Partitioning; Results
W023,10.1109/access.2021.3060441,Stress Detection With Single PPG Sensor by Orchestrating Multiple Denoising and Peak-Detecting Methods,window_seconds,120,"[window_seconds,hop_seconds] ""2 min of the window length and 0.25 s of the sliding window are applied for HRV extraction.""; [split_type] ""Leave-One-Subject-Out cross validation was used to verify the generalization performance [26], [27].""; [modalities,feature_type] ""The PPG characteristics for general stress detection are based on heart rate variability (HRV) [21].""; [metric_name] ""The area under the receiver operating characteristic curve (AUC) [25] and F1 score were used to measure the proposed method perfor- mance. The accuracy was used for the performance compari- son between the existing method and the proposed method.""",§II-C Feature Extraction (PDF p. 4); §III-A Experiment Setup (PDF p. 4); §III-A Experimental Setup (PDF p. 4)
W023,10.1109/access.2021.3060441,Stress Detection With Single PPG Sensor by Orchestrating Multiple Denoising and Peak-Detecting Methods,hop_seconds,0.25,"[window_seconds,hop_seconds] ""2 min of the window length and 0.25 s of the sliding window are applied for HRV extraction.""; [split_type] ""Leave-One-Subject-Out cross validation was used to verify the generalization performance [26], [27].""; [modalities,feature_type] ""The PPG characteristics for general stress detection are based on heart rate variability (HRV) [21].""; [metric_name] ""The area under the receiver operating characteristic curve (AUC) [25] and F1 score were used to measure the proposed method perfor- mance. The accuracy was used for the performance compari- son between the existing method and the proposed method.""",§II-C Feature Extraction (PDF p. 4); §III-A Experiment Setup (PDF p. 4); §III-A Experimental Setup (PDF p. 4)
W023,10.1109/access.2021.3060441,Stress Detection With Single PPG Sensor by Orchestrating Multiple Denoising and Peak-Detecting Methods,split_type,loso,"[window_seconds,hop_seconds] ""2 min of the window length and 0.25 s of the sliding window are applied for HRV extraction.""; [split_type] ""Leave-One-Subject-Out cross validation was used to verify the generalization performance [26], [27].""; [modalities,feature_type] ""The PPG characteristics for general stress detection are based on heart rate variability (HRV) [21].""; [metric_name] ""The area under the receiver operating characteristic curve (AUC) [25] and F1 score were used to measure the proposed method perfor- mance. The accuracy was used for the performance compari- son between the existing method and the proposed method.""",§II-C Feature Extraction (PDF p. 4); §III-A Experiment Setup (PDF p. 4); §III-A Experimental Setup (PDF p. 4)
W024,10.1088/1361-6501/ac3aae,Real-time mental stress detection technique using neural networks towards a wearable health monitor,window_seconds,5,"[window_seconds,n_subjects_used] ""A total of about 50.5 min of data was considered for four classes from 15 subjects. The PPG data were segmented into 5 s window, each having 320 samples.""; [split_detail] ""The dataset was split 50%:50% for training (cross-validation) and testing. A 10-fold cross-validation was performed on the training dataset.""; [task_n_classes,class_definition] ""The proposed ML-based stress detection technique was evalu- ated with the WeSAD dataset to detect four classes attributed with the following labels: baseline 0, stress 1, amusement 2 and meditation 3.""; [modalities] ""The PPG data were segmented into 5 s window, each having 320 samples.""",§2.1 (PDF p. 5); §2.1 Dataset used and preparation of balanced data (PDF p. 5); §3 Results and Discussion: setup (PDF p. 6); §3 Results: experimental setup (PDF p. 6)
W025,10.3390/s23052821,AI-Enabled Smart Wristband Providing Real-Time Vital Signs and Stress Monitoring,window_seconds,30,"[Methods §3.3.1] WESAD provides signals from devices worn by 15 subjects and the paper uses a ""30 s PPG signal segment"". [Methods §3.3.4] ""For data augmentation purposes, the Synthetic Minority Oversampling Technique was applied."" The pipeline uses ""five time domain features and one extra heart-rate-related feature"". ""A multi-subject training dataset, consisting of 12 subjects, was constructed. The remaining 3, previously unseen subjects, were held out for testing purposes."" [Results/Conclusion] ""the first phase of the evaluation was conducted on a subset of the WESAD dataset that had not been used in the training process, achieving 91% accuracy"" and the pipeline performs binary classification (""stress"" vs ""no stress"").",§3.3.1 Dataset; §3.3.4 Machine Learning Pipeline; §5 Conclusions (OA published full text)
W025,10.3390/s23052821,AI-Enabled Smart Wristband Providing Real-Time Vital Signs and Stress Monitoring,split_type,fixed_subject_holdout,"[Methods §3.3.1] WESAD provides signals from devices worn by 15 subjects and the paper uses a ""30 s PPG signal segment"". [Methods §3.3.4] ""For data augmentation purposes, the Synthetic Minority Oversampling Technique was applied."" The pipeline uses ""five time domain features and one extra heart-rate-related feature"". ""A multi-subject training dataset, consisting of 12 subjects, was constructed. The remaining 3, previously unseen subjects, were held out for testing purposes."" [Results/Conclusion] ""the first phase of the evaluation was conducted on a subset of the WESAD dataset that had not been used in the training process, achieving 91% accuracy"" and the pipeline performs binary classification (""stress"" vs ""no stress"").",§3.3.1 Dataset; §3.3.4 Machine Learning Pipeline; §5 Conclusions (OA published full text)
W025,10.3390/s23052821,AI-Enabled Smart Wristband Providing Real-Time Vital Signs and Stress Monitoring,normalization_source,training-sample statistics,"[Methods §3.3.1] WESAD provides signals from devices worn by 15 subjects and the paper uses a ""30 s PPG signal segment"". [Methods §3.3.4] ""For data augmentation purposes, the Synthetic Minority Oversampling Technique was applied."" The pipeline uses ""five time domain features and one extra heart-rate-related feature"". ""A multi-subject training dataset, consisting of 12 subjects, was constructed. The remaining 3, previously unseen subjects, were held out for testing purposes."" [Results/Conclusion] ""the first phase of the evaluation was conducted on a subset of the WESAD dataset that had not been used in the training process, achieving 91% accuracy"" and the pipeline performs binary classification (""stress"" vs ""no stress"").",§3.3.1 Dataset; §3.3.4 Machine Learning Pipeline; §5 Conclusions (OA published full text)
W025,10.3390/s23052821,AI-Enabled Smart Wristband Providing Real-Time Vital Signs and Stress Monitoring,evaluated_user_stats,N,"[Methods §3.3.1] WESAD provides signals from devices worn by 15 subjects and the paper uses a ""30 s PPG signal segment"". [Methods §3.3.4] ""For data augmentation purposes, the Synthetic Minority Oversampling Technique was applied."" The pipeline uses ""five time domain features and one extra heart-rate-related feature"". ""A multi-subject training dataset, consisting of 12 subjects, was constructed. The remaining 3, previously unseen subjects, were held out for testing purposes."" [Results/Conclusion] ""the first phase of the evaluation was conducted on a subset of the WESAD dataset that had not been used in the training process, achieving 91% accuracy"" and the pipeline performs binary classification (""stress"" vs ""no stress"").",§3.3.1 Dataset; §3.3.4 Machine Learning Pipeline; §5 Conclusions (OA published full text)
W026,10.1109/niles63360.2024.10753228,A Deep Learning Approach Using WESAD Data for Multi-Class Classification with Wearable Sensors,window_seconds,5,"[window_seconds,task_n_classes] ""Data from each sensor were segmented into 5-second windows, providing simultaneous inputs for the DNN, which was configured to perform a three-class classification.""; [split_type,split_detail] ""The dataset was randomly scrambled and split into training and testing subsets with a 70:30 ratio,""; [n_subjects_used,sensor_location] ""It includes movement and physiological data from fifteen participants, recorded with the Raspbian Advance chest apparatus and the Empatica E4 arm sensor during activities like baseline, preparation, amusement, stress, meditation, and recovery.""; [modalities,feature_type,model_family] ""This DNN was designed to process physiological signals from eight sensors, including ECG, EDA, EMG, RESP, TEMP, and a 3- axis ACC. Each ACC axis was treated as a separate input, resulting in eight signals for the DNN network.""; [metric_name] ""The primary metrics utilized to evaluate the deep neural network for each optimizer included accuracy, precision, recall, and F1-score, as shown in Equations 1 to 4, respectively.""",§III Methodology (PDF p. 2)
W026,10.1109/niles63360.2024.10753228,A Deep Learning Approach Using WESAD Data for Multi-Class Classification with Wearable Sensors,split_type,random_sample,"[window_seconds,task_n_classes] ""Data from each sensor were segmented into 5-second windows, providing simultaneous inputs for the DNN, which was configured to perform a three-class classification.""; [split_type,split_detail] ""The dataset was randomly scrambled and split into training and testing subsets with a 70:30 ratio,""; [n_subjects_used,sensor_location] ""It includes movement and physiological data from fifteen participants, recorded with the Raspbian Advance chest apparatus and the Empatica E4 arm sensor during activities like baseline, preparation, amusement, stress, meditation, and recovery.""; [modalities,feature_type,model_family] ""This DNN was designed to process physiological signals from eight sensors, including ECG, EDA, EMG, RESP, TEMP, and a 3- axis ACC. Each ACC axis was treated as a separate input, resulting in eight signals for the DNN network.""; [metric_name] ""The primary metrics utilized to evaluate the deep neural network for each optimizer included accuracy, precision, recall, and F1-score, as shown in Equations 1 to 4, respectively.""",§III Methodology (PDF p. 2)
W029,10.1371/journal.pone.0310776,An improved biometric stress monitoring solution for working employees using heart rate variability data and Capsule Network model,metric_aggregation,mean_over_folds,"[Methods §4.3] ""the WESAD dataset ... has 3 classes which are ‘baseline condition’, ‘amusement condition’, and ‘stress condition’"". [Results Table 4] the CapsNets model has ""Accuracy %"" of ""96.76"". [Results §4.5] ""a 5-fold cross-validation approach will be adopted"" and the WESAD average is ""99.84%"".
[Results §4.4/Table 5] ""The dataset with only two classes, i.e., stress and no stress"" and for WESAD, CapsNets obtained ""99.82"" accuracy.
[Results §4.5/Table 6] ""a 5-fold cross-validation approach will be adopted""; for WESAD the fold accuracies are 98.56%, 99.87%, 99.92%, 99.95%, and 99.86%, with an ""Average"" of ""99.84"".",§4.3 Results of models on WESAD; §4.5 K-fold cross-validation (OA published full text); §4.4 Comparison of model results on both datasets (Binary classification) (OA published full text); §4.5 Results using K-fold cross-validation (OA published full text)
W030,10.1109/access.2024.3461588,Resp-BoostNet: Mental Stress Detection From Biomarkers Measurable by Smartwatches Using Boosting Neural Network Technique,window_seconds,2,"[Methods] ""The training of the model is performed for fifteen different subjects of the publicly available multimodal WESAD (Wearable Stress and Affect Detection) dataset using various biomarkers measured by smartwatches."" ""The proposed model predicts respiration rate with low error (0.035 MSE (Mean Squared Error)) and achieves high mental stress detection accuracy of 94% using smartwatch measurable biomarkers which is a ∼2% improvement over the current contemporary technique."" ""the second one uses a classifier that detects the current mental stress level (affective state)."" ""three affective states viz amusement (assigned class 0), neutral (assigned class 1), stress (assigned class 2)""; ""we use a sliding window of 2 seconds"" and ""The window is shifted with steps of 0.25 seconds.""",Abstract and Methods §§II–III
W030,10.1109/access.2024.3461588,Resp-BoostNet: Mental Stress Detection From Biomarkers Measurable by Smartwatches Using Boosting Neural Network Technique,hop_seconds,0.25,"[Methods] ""The training of the model is performed for fifteen different subjects of the publicly available multimodal WESAD (Wearable Stress and Affect Detection) dataset using various biomarkers measured by smartwatches."" ""The proposed model predicts respiration rate with low error (0.035 MSE (Mean Squared Error)) and achieves high mental stress detection accuracy of 94% using smartwatch measurable biomarkers which is a ∼2% improvement over the current contemporary technique."" ""the second one uses a classifier that detects the current mental stress level (affective state)."" ""three affective states viz amusement (assigned class 0), neutral (assigned class 1), stress (assigned class 2)""; ""we use a sliding window of 2 seconds"" and ""The window is shifted with steps of 0.25 seconds.""",Abstract and Methods §§II–III
W033,10.1109/tim.2024.3420349,Deep Learning-Based Automated Emotion Recognition Using Multimodal Physiological Signals and Time-Frequency Methods,split_type,kfold_ungrouped,"[n_subjects_used,task_n_classes,class_definition,split_type,split_detail,metric_aggregation] ""The WESAD dataset consists of 45 spectrograms from 15 participants belonging to the ‘amusement,’ ‘neutral,’ and ‘stress’ classes. To ensure the robustness of our models and obtain reliable performance estimates, we utilized a nested stratified k-fold cross-validation technique. In this approach, two loops are implemented. The outer loop assessed the model’s quality using different test sets, while the inner loop facilitated optimal model selection. We set the ‘k’ value for the outer and inner loops at 6 and 5, respectively, ensuring an equal and adequate number of samples from each class under each split. During each outer loop iteration, the optimal model with the best validation accuracy is selected and evaluated on the corresponding test set for the respective outer fold. This process is repeated for all outer test sets, generating six estimates, and the mean of these metrics was used for performance analysis.""; [modalities,sensor_location] ""In this study, we utilized the EDA and ECG signals, recorded from a RespiBAN sensor, to classify three emotional states such as amusement, neural, and stress [42].""; [model_family,feature_type] ""The TFRs generated using different TF methods are fed to CNN architectures in unimodal and multimodal settings [51], [52], [53].""; [metric_name] ""Performance metrics, including accuracy (ACC), F-measure (FM), and area-under-the-curve (AUC), are assessed for net- work architectures [2], [3], [57].""",§II-A Datasets (PDF p. 3); §II-E Classification (PDF p. 4); §II-F Performance Evaluation (PDF p. 5)
W033,10.1109/tim.2024.3420349,Deep Learning-Based Automated Emotion Recognition Using Multimodal Physiological Signals and Time-Frequency Methods,metric_aggregation,mean across six outer folds,"[n_subjects_used,task_n_classes,class_definition,split_type,split_detail,metric_aggregation] ""The WESAD dataset consists of 45 spectrograms from 15 participants belonging to the ‘amusement,’ ‘neutral,’ and ‘stress’ classes. To ensure the robustness of our models and obtain reliable performance estimates, we utilized a nested stratified k-fold cross-validation technique. In this approach, two loops are implemented. The outer loop assessed the model’s quality using different test sets, while the inner loop facilitated optimal model selection. We set the ‘k’ value for the outer and inner loops at 6 and 5, respectively, ensuring an equal and adequate number of samples from each class under each split. During each outer loop iteration, the optimal model with the best validation accuracy is selected and evaluated on the corresponding test set for the respective outer fold. This process is repeated for all outer test sets, generating six estimates, and the mean of these metrics was used for performance analysis.""; [modalities,sensor_location] ""In this study, we utilized the EDA and ECG signals, recorded from a RespiBAN sensor, to classify three emotional states such as amusement, neural, and stress [42].""; [model_family,feature_type] ""The TFRs generated using different TF methods are fed to CNN architectures in unimodal and multimodal settings [51], [52], [53].""; [metric_name] ""Performance metrics, including accuracy (ACC), F-measure (FM), and area-under-the-curve (AUC), are assessed for net- work architectures [2], [3], [57].""",§II-A Datasets (PDF p. 3); §II-E Classification (PDF p. 4); §II-F Performance Evaluation (PDF p. 5)
W034,10.3390/jpm12101584,"Comparative Analysis between Individual, Centralized, and Federated Learning for Smartwatch Based Stress Detection",window_seconds,60,"[Dataset/Features] ""The data came from 15 participants"" and ""the classification problem was binary (stress and non-stress)""; the smartwatch data included ""skin temperature"", ""accelerometers"", ""electrodermal activity"", and ""blood volume pulse""; signals were segmented by ""a 60-second sliding window with a sliding step of 0.25 s"". [Evaluation] ""each data set is divided into two parts: training and testing data with a split ratio of 80:20"". [Learning strategy] ""the central server combines all the data from all users ... and then trains a machine learning model using the combined data"". [Results] ""centralized learning had also a good performance with an average accuracy of 0.9355"".
[Dataset/Features] ""The data came from 15 participants"" and ""the classification problem was binary (stress and non-stress)""; the smartwatch data included ""skin temperature"", ""accelerometers"", ""electrodermal activity"", and ""blood volume pulse""; signals were segmented by ""a 60-second sliding window with a sliding step of 0.25 s"". [Evaluation] ""each data set is divided into two parts: training and testing data with a split ratio of 80:20"". [Learning strategy] ""the machine learning model is trained locally on each user’s device"" and ""the central server can combine all the models"". [Results] ""federated learning had a relatively mediocre performance ... average accuracy of 0.8575"".
[Dataset/Features] ""The data came from 15 participants"" and ""the classification problem was binary (stress and non-stress)""; the smartwatch data included ""skin temperature"", ""accelerometers"", ""electrodermal activity"", and ""blood volume pulse""; signals were segmented by ""a 60-second sliding window with a sliding step of 0.25 s"". [Evaluation] ""each data set is divided into two parts: training and testing data with a split ratio of 80:20"". [Learning strategy] ""each user had their own model"" trained ""using their own data"". [Results] ""individual learning ... obtaining an almost perfect performance with an average accuracy of 0.9998"".",§2.1 Dataset; §§2.2–2.4 Features/Learning Strategies/Evaluation; §3 Results (OA published full text)
